ax,ay,az,mx,my,mz,gx,gy,gz,pitch,roll,yaw
0.406,-0.224,0.569,-14.000,-34.000,30.000,-6.470,243.713,-193.237,-1.29,0.40,-2.31
0.403,-0.321,0.523,-14.000,-34.000,30.000,3.235,260.742,-180.786,-1.24,0.43,-2.34
0.415,-0.337,0.387,-14.000,-34.000,30.000,21.240,277.405,-176.025,-1.18,0.44,-2.36
0.428,-0.247,0.285,-14.000,-34.000,30.000,30.945,276.062,-170.349,-1.13,0.46,-2.37
0.390,-0.184,0.239,-14.000,-34.000,30.000,42.908,272.461,-172.852,-1.07,0.47,-2.38
0.332,-0.469,-0.022,-25.000,-37.000,15.000,48.584,294.495,-196.350,-1.02,0.49,-2.39
0.322,-0.853,-0.302,-25.000,-37.000,15.000,29.297,301.514,-207.092,-0.96,0.50,-2.40
0.381,-1.122,-0.487,-25.000,-37.000,15.000,31.128,279.846,-211.060,-0.90,0.51,-2.41
0.421,-1.189,-0.545,-25.000,-37.000,15.000,46.204,244.812,-134.583,-0.85,0.52,-2.41
0.510,-0.933,-0.565,-25.000,-37.000,15.000,37.292,213.806,-46.814,-0.82,0.51,-2.39
0.551,-0.542,-0.563,-29.000,-34.000,0.000,36.438,194.092,-46.326,-0.79,0.51,-2.37
0.532,-0.638,-0.619,-29.000,-34.000,0.000,36.987,178.528,-56.641,-0.76,0.51,-2.37
0.485,-0.786,-0.647,-29.000,-34.000,0.000,40.833,159.363,-38.940,-0.74,0.51,-2.35
0.497,-0.787,-0.688,-29.000,-34.000,0.000,45.288,151.978,-26.917,-0.71,0.51,-2.34
0.498,-0.691,-0.767,-29.000,-34.000,0.000,58.533,138.672,-6.348,-0.69,0.51,-2.33
0.473,-0.697,-0.771,-29.000,-34.000,0.000,71.045,121.460,2.380,-0.68,0.51,-2.32
0.454,-0.751,-0.838,-28.000,-32.000,-8.000,98.755,109.192,13.733,-0.67,0.52,-2.30
0.462,-0.692,-0.934,-28.000,-32.000,-8.000,112.854,94.482,36.804,-0.66,0.53,-2.28
0.460,-0.569,-0.604,-28.000,-32.000,-8.000,94.238,70.801,60.730,-0.65,0.53,-2.26
0.458,-0.480,-0.459,-28.000,-32.000,-8.000,90.149,87.097,73.120,-0.65,0.53,-2.24
0.439,-0.343,-0.656,-28.000,-32.000,-8.000,110.596,118.835,69.580,-0.64,0.53,-2.22
0.420,-0.376,-0.990,-24.000,-32.000,-23.000,123.108,113.037,71.838,-0.63,0.54,-2.19
0.414,-0.311,-0.970,-24.000,-32.000,-23.000,130.615,96.497,82.825,-0.63,0.55,-2.17
0.415,-0.178,-0.879,-24.000,-32.000,-23.000,134.216,94.788,86.182,-0.62,0.56,-2.14
0.398,-0.087,-0.911,-24.000,-32.000,-23.000,136.841,102.051,88.074,-0.62,0.57,-2.12
0.377,0.001,-1.050,-24.000,-32.000,-23.000,145.447,108.948,88.013,-0.61,0.58,-2.09
0.360,0.091,-1.171,-16.000,-31.000,-33.000,154.175,101.196,85.754,-0.61,0.59,-2.06
0.383,0.173,-1.206,-16.000,-31.000,-33.000,155.029,79.163,80.017,-0.60,0.60,-2.04
0.381,0.252,-1.171,-16.000,-31.000,-33.000,136.047,52.856,70.374,-0.61,0.62,-2.03
0.382,0.286,-1.133,-16.000,-31.000,-33.000,111.389,29.480,57.007,-0.61,0.63,-2.01
0.393,0.322,-1.056,-16.000,-31.000,-33.000,83.374,14.038,41.138,-0.61,0.64,-2.01
0.394,0.349,-0.997,-4.000,-31.000,-33.000,51.270,6.470,26.306,-0.61,0.65,-2.00
0.392,0.350,-0.973,-4.000,-31.000,-33.000,28.381,1.831,10.132,-0.62,0.65,-2.00
0.384,0.325,-0.946,-4.000,-31.000,-33.000,19.470,-0.061,2.930,-0.62,0.66,-2.00
0.382,0.261,-0.940,-4.000,-31.000,-33.000,6.836,-1.587,-9.338,-0.62,0.66,-2.01
0.368,0.229,-0.938,-4.000,-31.000,-33.000,1.648,-2.014,-16.174,-0.62,0.67,-2.01
0.348,0.207,-0.924,-4.000,-31.000,-33.000,6.226,-2.075,-22.034,-0.62,0.67,-2.01
0.346,0.135,-0.920,-6.000,-31.000,-28.000,18.677,-0.854,-27.771,-0.62,0.68,-2.02
0.354,0.088,-0.916,-6.000,-31.000,-28.000,25.940,-0.305,-27.100,-0.61,0.69,-2.02
0.353,0.096,-0.895,-6.000,-31.000,-28.000,26.367,-0.549,-22.766,-0.61,0.69,-2.03
0.357,0.116,-0.853,-6.000,-31.000,-28.000,20.203,2.197,-20.569,-0.61,0.70,-2.03
0.386,0.148,-0.789,-6.000,-31.000,-28.000,12.634,8.179,-18.494,-0.61,0.71,-2.04
0.391,0.219,-0.697,-6.000,-31.000,-31.000,15.747,20.081,-20.630,-0.61,0.71,-2.04
0.375,0.291,-0.652,-6.000,-31.000,-31.000,21.057,29.480,-25.269,-0.60,0.72,-2.04
0.338,0.255,-0.732,-6.000,-31.000,-31.000,33.203,50.476,-39.246,-0.59,0.72,-2.04
0.293,0.190,-0.840,-6.000,-31.000,-31.000,40.771,63.538,-46.875,-0.58,0.73,-2.04
0.256,0.208,-0.902,-6.000,-31.000,-31.000,39.795,68.665,-46.448,-0.57,0.74,-2.04
0.241,0.179,-0.950,-4.000,-25.000,-34.000,44.495,70.068,-49.011,-0.55,0.75,-2.04
0.229,0.103,-0.935,-4.000,-25.000,-34.000,50.110,67.322,-48.828,-0.54,0.76,-2.03
0.207,0.116,-0.917,-4.000,-25.000,-34.000,47.791,67.200,-39.490,-0.53,0.76,-2.03
0.153,0.217,-1.003,-4.000,-25.000,-34.000,46.509,69.763,-35.583,-0.52,0.77,-2.03
0.124,0.217,-1.153,-4.000,-25.000,-34.000,41.260,62.073,-35.889,-0.51,0.78,-2.03
0.124,0.144,-1.179,-4.000,-19.000,-40.000,35.339,54.382,-33.630,-0.50,0.78,-2.02
0.132,0.026,-1.049,-4.000,-19.000,-40.000,14.771,38.879,-23.376,-0.49,0.79,-2.02
0.104,0.073,-0.958,-4.000,-19.000,-40.000,-7.080,34.363,-0.427,-0.49,0.79,-2.02
0.066,0.265,-1.041,-4.000,-19.000,-40.000,-17.334,38.696,17.456,-0.49,0.78,-2.01
0.035,0.149,-1.250,-4.000,-19.000,-40.000,-9.705,40.100,17.822,-0.48,0.78,-2.01
-0.016,0.177,-1.419,-4.000,-19.000,-40.000,0.183,27.710,31.006,-0.48,0.78,-2.00
-0.034,0.240,-1.481,-3.000,-19.000,-41.000,0.549,4.211,37.903,-0.49,0.78,-1.99
-0.067,0.310,-1.677,-3.000,-19.000,-41.000,0.854,-28.442,31.921,-0.50,0.78,-1.99
-0.089,0.334,-1.760,-3.000,-19.000,-41.000,-17.090,-89.478,26.062,-0.51,0.78,-2.00
-0.104,0.303,-1.548,-3.000,-19.000,-41.000,-25.940,-142.273,19.714,-0.53,0.79,-2.02
-0.089,0.266,-1.435,-3.000,-19.000,-41.000,-17.700,-177.002,17.944,-0.55,0.80,-2.05
-0.053,0.280,-1.351,-4.000,-27.000,-32.000,-16.846,-195.435,18.311,-0.58,0.81,-2.07
-0.002,0.303,-1.059,-4.000,-27.000,-32.000,-27.222,-231.323,13.550,-0.61,0.83,-2.11
0.079,0.278,-0.806,-4.000,-27.000,-32.000,-32.532,-243.286,3.357,-0.64,0.85,-2.14
0.185,0.281,-0.704,-4.000,-27.000,-32.000,-29.236,-236.572,-6.287,-0.66,0.87,-2.18
0.293,0.200,-0.599,-4.000,-27.000,-32.000,-29.297,-229.980,-19.775,-0.69,0.89,-2.23
0.368,0.016,-0.631,-6.000,-41.000,-26.000,-12.695,-214.600,-30.457,-0.71,0.92,-2.27
0.417,0.043,-0.813,-6.000,-41.000,-26.000,18.860,-207.214,-23.926,-0.72,0.95,-2.31
0.426,0.097,-0.763,-6.000,-41.000,-26.000,-5.371,-229.431,-20.874,-0.74,0.98,-2.36
0.473,0.051,-0.553,-6.000,-41.000,-26.000,-18.188,-241.150,-26.733,-0.76,1.01,-2.41
0.535,-0.040,-0.402,-6.000,-41.000,-26.000,-31.982,-243.591,-24.658,-0.78,1.04,-2.46
0.603,-0.166,-0.233,-11.000,-46.000,-11.000,-48.767,-234.802,-17.395,-0.80,1.07,-2.51
0.604,-0.397,-0.231,-11.000,-46.000,-11.000,-37.415,-210.632,12.146,-0.82,1.10,-2.55
0.617,-0.308,-0.401,-11.000,-46.000,-11.000,-23.804,-203.552,37.720,-0.84,1.12,-2.60
0.618,0.070,-0.526,-11.000,-46.000,-11.000,-1.953,-208.984,76.111,-0.87,1.16,-2.64
0.595,0.188,-0.469,-11.000,-46.000,-11.000,-10.559,-228.760,81.238,-0.90,1.19,-2.69
0.552,0.157,-0.431,-4.000,-49.000,9.000,9.155,-248.047,73.975,-0.93,1.24,-2.75
0.517,-0.066,-0.288,-4.000,-49.000,9.000,14.832,-287.659,68.604,-0.95,1.31,-2.82
0.459,-0.180,0.096,-4.000,-49.000,9.000,-9.216,-331.238,94.666,-0.98,1.38,-2.91
0.427,-0.124,0.276,-4.000,-49.000,9.000,-3.967,-346.619,139.465,-1.02,1.46,-3.01
0.386,0.102,0.525,-4.000,-49.000,9.000,16.357,-331.116,164.429,-1.05,1.55,-3.11
0.373,0.217,0.641,-4.000,-49.000,9.000,31.799,-302.002,169.983,-1.08,1.64,3.07
0.368,0.320,0.731,4.000,-39.000,28.000,33.936,-283.752,182.739,-1.10,1.75,2.96
0.358,0.623,0.851,4.000,-39.000,28.000,39.490,-278.931,186.951,-1.12,1.86,2.84
0.347,0.874,0.983,4.000,-39.000,28.000,33.936,-263.428,184.692,-1.13,1.97,2.72
0.307,0.959,1.142,4.000,-39.000,28.000,28.198,-242.493,164.307,-1.14,2.08,2.61
0.296,0.983,1.313,4.000,-39.000,28.000,40.771,-211.853,86.609,-1.13,2.16,2.52
0.299,0.952,1.306,8.000,-26.000,35.000,31.006,-150.818,35.034,-1.12,2.22,2.47
0.314,0.919,1.277,8.000,-26.000,35.000,26.123,-99.487,-5.127,-1.11,2.25,2.44
0.302,0.862,1.252,8.000,-26.000,35.000,24.170,-69.824,-35.583,-1.10,2.26,2.43
0.270,0.740,1.268,8.000,-26.000,35.000,10.254,-47.302,-58.716,-1.09,2.26,2.43
0.222,0.525,1.306,8.000,-26.000,35.000,7.629,-37.659,-64.880,-1.08,2.25,2.44
0.239,0.356,1.346,5.000,-25.000,40.000,17.883,-10.132,-63.538,-1.07,2.25,2.45
0.278,0.270,1.156,5.000,-25.000,40.000,31.616,29.602,-47.180,-1.07,2.23,2.47
0.301,0.451,1.066,5.000,-25.000,40.000,34.058,46.814,-25.024,-1.07,2.22,2.49
0.305,0.587,1.100,5.000,-25.000,40.000,12.573,50.598,-27.039,-1.07,2.21,2.51
0.360,0.656,1.295,5.000,-25.000,40.000,-21.973,65.979,-55.054,-1.07,2.17,2.54
0.353,0.427,1.376,5.000,-25.000,40.000,-16.418,116.455,-69.946,-1.07,2.13,2.59
0.328,0.233,1.001,1.000,-29.000,38.000,-1.709,145.752,-67.871,-1.07,2.08,2.65
0.380,0.183,0.576,1.000,-29.000,38.000,11.047,177.124,-58.228,-1.08,2.02,2.72
0.476,0.270,0.544,1.000,-29.000,38.000,0.183,165.710,-50.049,-1.08,1.96,2.78
0.513,0.366,0.915,1.000,-29.000,38.000,-24.536,145.752,-56.213,-1.08,1.91,2.84
0.492,0.270,1.129,1.000,-29.000,38.000,-44.617,174.805,-74.951,-1.08,1.84,2.91
0.475,0.177,0.989,1.000,-40.000,25.000,-9.094,237.610,-72.632,-1.08,1.76,2.99
0.499,0.137,0.668,1.000,-40.000,25.000,31.982,271.729,-46.143,-1.08,1.68,3.09
0.469,0.143,0.329,1.000,-40.000,25.000,15.564,290.161,-39.551,-1.07,1.59,-3.08
0.576,0.036,0.001,1.000,-40.000,25.000,10.376,285.217,-36.133,-1.07,1.50,-2.98
0.696,0.018,-0.165,1.000,-40.000,25.000,14.099,248.657,-15.747,-1.06,1.43,-2.90
0.773,0.141,-0.066,-1.000,-48.000,15.000,23.804,204.224,10.925,-1.06,1.37,-2.83
0.760,0.304,0.023,-1.000,-48.000,15.000,26.245,181.396,24.048,-1.06,1.33,-2.77
0.798,0.263,0.036,-1.000,-48.000,15.000,14.771,174.072,20.142,-1.06,1.28,-2.71
0.796,0.265,-0.027,-1.000,-48.000,15.000,23.376,175.781,24.475,-1.05,1.23,-2.65
0.819,0.346,-0.270,-1.000,-48.000,15.000,26.978,166.077,27.466,-1.05,1.19,-2.60
0.856,0.415,-0.388,-1.000,-48.000,15.000,8.789,135.620,19.897,-1.04,1.16,-2.56
0.856,0.315,-0.201,0.000,-51.000,0.000,-12.268,118.347,13.123,-1.04,1.12,-2.52
0.820,0.109,0.114,0.000,-51.000,0.000,-38.940,107.849,9.155,-1.03,1.09,-2.49
0.787,0.205,0.137,0.000,-51.000,0.000,20.081,134.644,32.593,-1.03,1.05,-2.45
0.740,0.487,0.051,0.000,-51.000,0.000,81.726,162.231,50.964,-1.02,1.02,-2.39
0.695,0.520,-0.143,0.000,-51.000,0.000,82.031,181.335,44.006,-1.01,0.99,-2.34
0.676,0.444,-0.272,5.000,-50.000,-10.000,67.200,188.843,37.720,-1.00,0.96,-2.29
0.660,0.335,-0.495,5.000,-50.000,-10.000,70.251,177.002,50.049,-0.99,0.93,-2.24
0.662,0.452,-0.510,5.000,-50.000,-10.000,42.908,150.024,65.796,-0.98,0.90,-2.19
0.653,0.633,-0.246,5.000,-50.000,-10.000,-10.803,142.395,63.049,-0.98,0.86,-2.15
0.612,0.636,-0.124,5.000,-50.000,-10.000,-9.277,153.931,57.922,-0.97,0.83,-2.10
0.532,0.537,-0.212,9.000,-44.000,-24.000,13.916,182.312,55.725,-0.95,0.79,-2.06
0.432,0.601,-0.290,9.000,-44.000,-24.000,35.583,200.623,68.359,-0.94,0.76,-2.01
0.362,0.837,-0.482,9.000,-44.000,-24.000,93.018,219.055,82.520,-0.92,0.73,-1.95
0.310,1.028,-0.615,9.000,-44.000,-24.000,108.337,220.520,80.811,-0.90,0.70,-1.90
0.286,1.045,-0.622,9.000,-44.000,-24.000,76.477,204.590,57.495,-0.88,0.68,-1.85
0.233,0.955,-0.560,17.000,-34.000,-29.000,71.655,196.838,37.231,-0.86,0.67,-1.81
0.164,0.968,-0.576,17.000,-34.000,-29.000,92.468,203.674,29.907,-0.84,0.66,-1.78
0.097,1.042,-0.676,17.000,-34.000,-29.000,91.309,206.299,23.865,-0.81,0.65,-1.74
0.021,0.990,-0.776,17.000,-34.000,-29.000,78.003,203.003,7.263,-0.78,0.64,-1.72
0.010,0.901,-0.804,17.000,-34.000,-29.000,64.758,189.453,-2.991,-0.76,0.64,-1.69
-0.031,0.847,-0.870,17.000,-34.000,-29.000,69.092,180.664,-1.709,-0.73,0.64,-1.67
-0.050,0.861,-0.882,18.000,-20.000,-40.000,52.673,161.804,5.859,-0.71,0.63,-1.65
-0.055,0.902,-0.864,18.000,-20.000,-40.000,51.208,139.832,10.986,-0.69,0.63,-1.63
-0.067,1.004,-0.796,18.000,-20.000,-40.000,57.312,123.962,6.531,-0.68,0.63,-1.61
-0.126,1.053,-0.770,18.000,-20.000,-40.000,61.340,115.845,-2.991,-0.66,0.64,-1.60
-0.129,1.052,-0.803,18.000,-20.000,-40.000,49.683,99.548,-8.972,-0.65,0.64,-1.59
-0.127,1.157,-0.731,24.000,-14.000,-38.000,40.649,88.440,-11.902,-0.63,0.65,-1.58
-0.178,1.280,-0.687,24.000,-14.000,-38.000,32.776,74.402,-27.527,-0.62,0.65,-1.58
-0.235,1.319,-0.755,24.000,-14.000,-38.000,18.433,63.843,-49.927,-0.61,0.66,-1.58
-0.246,1.387,-0.774,24.000,-14.000,-38.000,-3.296,43.945,-74.219,-0.59,0.66,-1.59
-0.296,1.499,-0.825,24.000,-14.000,-38.000,-7.996,29.663,-112.122,-0.58,0.67,-1.61
-0.270,1.297,-0.967,22.000,-13.000,-39.000,-25.513,14.893,-173.950,-0.56,0.68,-1.63
-0.255,0.963,-1.003,22.000,-13.000,-39.000,-78.857,-18.494,-221.008,-0.54,0.69,-1.67
-0.219,0.920,-1.002,22.000,-13.000,-39.000,-143.127,-58.044,-235.962,-0.52,0.69,-1.71
-0.094,0.929,-0.943,22.000,-13.000,-39.000,-166.870,-89.783,-255.798,-0.50,0.69,-1.76
-0.026,0.631,-0.937,22.000,-13.000,-39.000,-244.446,-126.953,-278.137,-0.49,0.67,-1.82
0.004,0.141,-0.646,2.000,-25.000,-35.000,-311.584,-165.710,-255.981,-0.49,0.65,-1.88
-0.011,0.060,-0.544,2.000,-25.000,-35.000,-222.412,-135.864,-212.036,-0.48,0.64,-1.93
-0.102,0.055,-1.051,2.000,-25.000,-35.000,-170.776,-111.633,-200.195,-0.48,0.63,-1.97
-0.027,-0.192,-1.432,2.000,-25.000,-35.000,-228.577,-103.577,-178.711,-0.48,0.61,-2.01
0.233,-0.389,-1.375,2.000,-25.000,-35.000,-289.856,-206.726,-136.536,-0.50,0.59,-2.05
0.252,-0.450,-0.242,2.000,-25.000,-35.000,-417.480,-374.939,-81.543,-0.54,0.54,-2.11
0.397,-0.278,0.422,-17.000,-36.000,-24.000,-455.688,-364.563,-7.019,-0.60,0.48,-2.14
0.659,-0.044,0.100,-17.000,-36.000,-24.000,-150.024,-230.652,23.499,-0.63,0.47,-2.16
0.676,-0.116,-0.677,-17.000,-36.000,-24.000,-27.893,-145.203,6.104,-0.66,0.47,-2.17
0.582,-0.301,-0.985,-17.000,-36.000,-24.000,-37.476,-190.002,-3.052,-0.69,0.48,-2.19
0.562,-0.401,-0.761,-17.000,-36.000,-24.000,-112.061,-275.818,14.648,-0.73,0.47,-2.22
0.590,-0.367,0.023,-20.000,-42.000,-7.000,-153.076,-300.232,47.424,-0.78,0.46,-2.24
0.698,-0.180,0.504,-20.000,-42.000,-7.000,-127.441,-253.540,63.599,-0.83,0.45,-2.25
0.807,-0.051,0.492,-20.000,-42.000,-7.000,-83.008,-171.020,64.331,-0.86,0.43,-2.25
0.836,0.027,-0.023,-20.000,-42.000,-7.000,-50.903,-140.442,61.035,-0.89,0.43,-2.25
0.778,0.045,-0.372,-20.000,-42.000,-7.000,-62.439,-155.334,55.115,-0.92,0.42,-2.25
0.737,0.051,-0.034,-14.000,-46.000,11.000,-61.584,-212.158,57.617,-0.95,0.42,-2.26
0.778,0.296,0.202,-14.000,-46.000,11.000,-40.527,-230.103,66.040,-0.99,0.42,-2.28
0.737,0.615,0.151,-14.000,-46.000,11.000,-23.254,-230.225,46.265,-1.03,0.43,-2.30
0.613,0.397,0.285,-14.000,-46.000,11.000,-54.993,-251.099,-14.832,-1.07,0.46,-2.34
0.564,0.138,0.435,-14.000,-46.000,11.000,-99.731,-282.227,-44.922,-1.11,0.50,-2.40
0.506,-0.160,0.842,-14.000,-36.000,28.000,-79.163,-291.870,-17.334,-1.15,0.54,-2.46
0.513,-0.010,1.170,-14.000,-36.000,28.000,-34.546,-237.915,13.611,-1.18,0.58,-2.51
0.532,0.284,1.088,-14.000,-36.000,28.000,-14.099,-175.781,1.709,-1.20,0.61,-2.55
0.506,0.350,0.830,-14.000,-36.000,28.000,-20.874,-162.476,-15.442,-1.22,0.66,-2.60
0.479,0.317,0.760,-14.000,-36.000,28.000,-38.086,-165.405,-40.955,-1.24,0.72,-2.67
0.397,0.255,0.902,-12.000,-25.000,36.000,-58.289,-177.917,-53.894,-1.25,0.78,-2.75
0.291,0.198,1.017,-12.000,-25.000,36.000,-79.773,-177.856,-63.049,-1.27,0.86,-2.84
0.313,0.249,0.946,-12.000,-25.000,36.000,-85.632,-170.227,-66.284,-1.27,0.94,-2.94
0.132,0.373,0.742,-12.000,-25.000,36.000,-77.454,-175.232,-69.458,-1.28,1.02,-3.05
0.053,0.389,0.863,-12.000,-25.000,36.000,-75.439,-213.257,-81.482,-1.28,1.14,3.10
0.117,0.493,1.240,-12.000,-25.000,36.000,-67.932,-212.891,-95.459,-1.28,1.26,2.97
0.184,0.440,1.358,-8.000,-8.000,40.000,-75.012,-164.917,-129.089,-1.27,1.35,2.86
0.011,0.182,1.414,-8.000,-8.000,40.000,-71.350,-133.484,-134.766,-1.25,1.41,2.78
0.047,0.172,1.680,-8.000,-8.000,40.000,-45.349,-119.507,-121.277,-1.23,1.47,2.71
0.030,0.279,1.519,-8.000,-8.000,40.000,12.085,-60.608,-97.900,-1.22,1.50,2.68
0.008,0.189,1.087,-8.000,-8.000,40.000,23.926,-17.639,-98.572,-1.20,1.51,2.67
0.104,-0.272,1.205,-7.000,-1.000,42.000,-10.376,-20.386,-102.966,-1.18,1.52,2.66
0.091,-0.366,1.196,-7.000,-1.000,42.000,33.203,-1.892,-47.791,-1.17,1.52,2.66
0.082,-0.027,0.951,-7.000,-1.000,42.000,108.154,13.672,23.926,-1.18,1.53,2.67
0.064,0.568,1.023,-7.000,-1.000,42.000,64.880,-14.771,-2.197,-1.18,1.55,2.67
0.055,0.395,1.536,-7.000,-1.000,42.000,13.000,11.292,-54.321,-1.17,1.54,2.67
0.091,-0.021,1.308,-12.000,-2.000,41.000,30.640,67.139,-52.490,-1.16,1.52,2.70
0.131,0.096,0.808,-12.000,-2.000,41.000,50.171,72.388,-37.964,-1.15,1.50,2.73
0.120,0.467,0.900,-12.000,-2.000,41.000,59.509,48.950,-39.246,-1.14,1.49,2.75
0.175,0.210,1.092,-12.000,-2.000,41.000,20.264,39.429,-89.783,-1.13,1.48,2.77
0.157,-0.160,1.191,-12.000,-2.000,41.000,3.235,50.232,-110.352,-1.11,1.47,2.79
0.174,-0.058,1.092,-12.000,-2.000,41.000,32.654,72.571,-90.332,-1.09,1.45,2.81
0.205,-0.005,0.995,-12.000,-5.000,35.000,41.138,85.449,-84.900,-1.08,1.43,2.84
0.207,0.058,0.751,-12.000,-5.000,35.000,39.673,76.782,-90.088,-1.06,1.42,2.86
0.282,0.012,0.797,-12.000,-5.000,35.000,5.249,47.546,-106.689,-1.04,1.41,2.87
0.260,-0.247,1.171,-12.000,-5.000,35.000,-0.549,48.889,-111.267,-1.02,1.40,2.89
0.221,-0.370,1.120,-12.000,-5.000,35.000,31.616,82.153,-98.450,-1.00,1.38,2.91
0.330,-0.273,0.844,-14.000,-8.000,36.000,73.425,107.971,-71.655,-0.99,1.37,2.94
0.402,0.065,0.613,-14.000,-8.000,36.000,86.792,112.366,-55.481,-0.98,1.36,2.97
0.422,0.059,0.569,-14.000,-8.000,36.000,31.738,91.125,-92.346,-0.96,1.34,2.99
0.407,-0.176,0.577,-14.000,-8.000,36.000,-37.537,64.392,-141.907,-0.93,1.33,3.00
0.380,-0.677,0.894,-14.000,-8.000,36.000,-42.542,43.640,-128.540,-0.91,1.32,3.00
0.396,-0.485,1.269,-12.000,-7.000,35.000,6.958,81.238,-78.613,-0.89,1.31,3.02
0.452,0.015,0.917,-12.000,-7.000,35.000,19.775,126.282,-85.266,-0.87,1.29,3.05
0.474,0.023,0.440,-12.000,-7.000,35.000,-2.869,130.920,-109.802,-0.85,1.27,3.07
0.448,-0.342,0.438,-12.000,-7.000,35.000,-65.674,93.079,-158.997,-0.82,1.25,3.09
0.438,-0.642,0.880,-12.000,-7.000,35.000,-94.055,39.001,-166.504,-0.79,1.23,3.08
0.458,-0.505,1.023,-12.000,-9.000,41.000,-69.885,55.359,-131.409,-0.77,1.22,3.09
0.484,-0.435,0.638,-12.000,-9.000,41.000,-34.058,90.332,-114.563,-0.75,1.20,3.10
0.495,-0.483,0.534,-12.000,-9.000,41.000,-38.757,74.768,-111.389,-0.73,1.19,3.10
0.492,-0.568,0.660,-12.000,-9.000,41.000,-39.856,41.382,-98.389,-0.71,1.18,3.10
0.463,-0.648,0.898,-12.000,-9.000,41.000,-23.682,41.077,-84.290,-0.69,1.18,3.11
0.435,-0.694,1.005,-12.000,-9.000,41.000,-15.381,51.147,-73.059,-0.68,1.17,3.11
0.457,-0.443,0.881,-12.000,-13.000,43.000,-7.568,75.867,-45.288,-0.67,1.16,3.12
0.463,-0.161,0.768,-12.000,-13.000,43.000,-20.630,87.097,-42.603,-0.66,1.15,3.14
0.448,-0.178,0.914,-12.000,-13.000,43.000,-51.758,84.534,-70.190,-0.64,1.13,-3.13
0.390,-0.417,1.067,-12.000,-13.000,43.000,-47.974,95.032,-96.069,-0.62,1.12,-3.12
0.381,-0.671,1.053,-12.000,-13.000,43.000,12.146,118.896,-95.520,-0.59,1.11,-3.11
0.426,-0.719,0.941,-12.000,-17.000,37.000,103.760,149.841,-62.622,-0.57,1.11,-3.09
0.420,-0.727,0.617,-12.000,-17.000,37.000,118.042,159.607,-29.236,-0.56,1.12,-3.06
0.409,-0.834,0.600,-12.000,-17.000,37.000,94.116,142.212,-5.737,-0.55,1.12,-3.04
0.425,-0.807,0.682,-12.000,-17.000,37.000,110.046,141.541,5.981,-0.54,1.12,-3.01
0.455,-0.713,0.546,-12.000,-17.000,37.000,147.583,153.259,53.772,-0.54,1.13,-2.98
0.629,-0.211,0.401,-18.000,-27.000,32.000,144.348,155.701,91.553,-0.54,1.14,-2.94
0.790,0.192,0.153,-18.000,-27.000,32.000,99.548,162.842,69.275,-0.54,1.14,-2.91
0.796,-0.190,-0.019,-18.000,-27.000,32.000,63.232,146.851,-1.343,-0.53,1.13,-2.88
0.763,-0.498,0.038,-18.000,-27.000,32.000,43.030,112.183,-29.602,-0.52,1.13,-2.86
0.669,-0.890,0.214,-18.000,-27.000,32.000,17.334,104.675,-5.188,-0.52,1.12,-2.85
0.642,-0.847,0.349,-18.000,-27.000,32.000,-3.601,122.070,35.706,-0.51,1.11,-2.82
0.753,-0.484,0.179,-15.000,-36.000,23.000,6.958,156.860,51.941,-0.51,1.10,-2.79
0.852,-0.015,-0.219,-15.000,-36.000,23.000,47.729,156.738,47.729,-0.51,1.09,-2.76
0.868,0.072,-0.159,-15.000,-36.000,23.000,153.015,113.220,11.902,-0.50,1.11,-2.74
0.782,-0.332,0.129,-15.000,-36.000,23.000,97.839,94.299,-36.804,-0.49,1.12,-2.72
0.690,-0.637,0.062,-15.000,-36.000,23.000,115.784,119.263,-46.204,-0.48,1.13,-2.71
0.675,-0.834,-0.212,-23.000,-37.000,11.000,114.380,138.916,-33.630,-0.46,1.14,-2.69
0.722,-0.837,-0.404,-23.000,-37.000,11.000,110.291,133.545,0.793,-0.46,1.14,-2.66
0.740,-0.725,-0.440,-23.000,-37.000,11.000,88.989,116.211,37.903,-0.45,1.15,-2.64
0.780,-0.499,-0.443,-23.000,-37.000,11.000,79.468,102.173,52.307,-0.46,1.15,-2.62
0.814,-0.303,-0.342,-23.000,-37.000,11.000,70.313,93.933,62.378,-0.46,1.16,-2.60
0.829,0.013,-0.203,-21.000,-43.000,0.000,89.233,96.130,60.608,-0.47,1.16,-2.58
0.797,0.014,-0.319,-21.000,-43.000,0.000,111.877,107.544,34.424,-0.47,1.17,-2.56
0.764,-0.169,-0.370,-21.000,-43.000,0.000,123.901,107.605,9.583,-0.46,1.19,-2.54
0.684,-0.292,-0.309,-21.000,-43.000,0.000,106.750,109.863,2.319,-0.46,1.20,-2.52
0.633,-0.365,-0.337,-21.000,-43.000,0.000,122.437,123.169,6.287,-0.45,1.21,-2.50
0.620,-0.345,-0.440,-20.000,-42.000,-15.000,122.192,140.503,19.043,-0.45,1.22,-2.47
0.573,-0.219,-0.581,-20.000,-42.000,-15.000,118.896,140.625,25.024,-0.45,1.23,-2.45
0.526,-0.132,-0.537,-20.000,-42.000,-15.000,117.249,146.362,19.226,-0.44,1.24,-2.42
0.458,-0.176,-0.698,-20.000,-42.000,-15.000,116.638,159.363,14.465,-0.44,1.24,-2.39
0.417,-0.288,-0.984,-20.000,-42.000,-15.000,112.793,157.715,16.235,-0.43,1.25,-2.36
